label,tempo,time_signature,key,loudness
hard house,112.09,4,9,-5.22
deep house,134.245,4,7,-5.411
rock,155.26,4,9,-11.714
chanson,205.16,1,6,-10.062
christian music,45.709,4,7,-8.962
symphony,154.483,3,8,-12.411
freestyle,122.954,4,10,-9.923
folk-pop,202.052,3,10,-6.497
dance pop,85.976,4,0,-8.298
chamber jazz,144.012,3,7,-12.957
bass music,145.008,4,1,-3.586
country gospel,75.06,3,10,-17.452
chill-out,90.336,7,1,-23.476
folk-pop,136.861,4,4,-9.236
reggaeton,165.977,4,9,-7.492
hip hop,125.593,3,1,-9.644
power pop,118.959,4,0,-6.672
hip hop,107.927,1,1,-12.69
greek,111.946,5,1,-8.918
shock rock,138.156,1,1,-6.293
trance,120.066,4,5,-17.825
blues-rock,125.05,4,9,-5.981
reggae,72.884,4,4,-8.702
dance rock,137.398,4,4,-12.324
experimental rock,30.048,1,11,-15.429
ballad,78.841,1,10,-14.431
country rock,45.508,4,3,-6.857
southern gospel,180.121,3,6,-10.204
blues-rock,138.386,1,0,-9.392
roots reggae,67.606,5,6,-5.587
western swing,101.195,3,9,-15.913
bhangra,156.066,4,4,-7.172
chanson,131.509,4,2,-10.899
heartland rock,152.628,4,4,-10.427
math rock,160.979,4,7,-12.114
soul jazz,156.298,4,2,-10.095
ccm,153.968,4,0,-9.64
country gospel,110.0,4,7,-10.753
california,126.792,7,3,-16.169
afrobeat,109.804,4,7,-9.784
glam rock,143.095,4,5,-5.654
alternative metal,145.997,1,2,-7.628
comedy,134.112,3,1,-5.475
nu jazz,86.684,5,1,-10.235
heartland rock,88.072,4,5,-11.415
folk-pop,64.901,7,10,-23.876
rap rock,111.541,4,0,-4.818
instrumental pop,88.662,3,2,-28.506
singer-songwriter,136.984,4,10,-6.223
serialism,60.013,1,7,-30.14
latin jazz,68.326,1,5,-16.252
roots reggae,124.771,1,7,-9.32
country gospel,91.318,4,4,-12.653
bluegrass,177.945,4,0,-9.059
freakbeat,102.77,1,5,-6.779
eurodance,129.974,4,9,-13.657
southern gospel,110.209,4,1,-6.604
jungle music,96.972,4,9,-11.121
jam band,196.141,4,5,-5.856
instrumental pop,82.752,4,2,-9.568
blues-rock,85.2,4,4,-11.08
ccm,107.932,4,0,-9.113
neo soul,119.712,1,6,-9.379
gangster rap,121.871,4,1,-7.532
honky tonk,105.732,4,6,-17.877
turnablism,102.008,4,9,-5.136
irish,84.769,5,7,-7.018
zydeco,104.448,4,7,-8.265
industrial metal,129.97,1,1,-5.051
future jazz,185.76,3,8,-7.798
folk metal,141.205,3,7,-7.807
progressive house,0.0,3,1,-10.591
dirty south rap,177.662,4,8,-6.788
motown,131.319,4,5,-4.843
delta blues,87.557,5,11,-14.419
hardcore punk,120.984,4,0,-13.308
country gospel,151.73,3,11,-12.744
blue-eyed soul,105.95,4,10,-8.209
freestyle,150.23,4,9,-2.588
blue-eyed soul,90.099,3,3,-12.031
instrumental rock,177.465,4,0,-12.671
latin jazz,125.294,4,0,-10.325
hip hop,92.571,4,2,-5.022
soul blues,138.755,3,0,-7.461
indie,90.073,4,5,-11.339
ccm,134.279,7,8,-22.504
trip hop,125.008,4,0,-9.801
dub,111.046,4,5,-5.956
indie rock,100.088,5,3,-22.71
soft rock,131.948,4,9,-13.018
death metal,120.022,4,3,-4.136
salsa,146.24,1,7,-10.702
post-grunge,91.922,4,7,-5.382
latin jazz,80.391,3,0,-13.984
post-grunge,164.002,4,1,-4.176
male vocalist,98.501,4,5,-6.804
latin,93.376,3,0,-10.208
folk-pop,151.699,4,1,-7.825
blues-rock,151.284,4,2,-4.651
folk rock,103.666,3,0,-19.944
chanson,197.704,1,5,-12.187
death metal,110.107,4,1,-3.492
pop rock,89.676,4,2,-11.112
blues-rock,150.404,4,7,-10.097
pop rap,157.897,4,1,-6.87
jazz fusion,166.929,7,8,-9.214
cabaret,139.026,4,11,-8.796
blues-rock,139.499,4,2,-8.978
dancehall,160.663,4,1,-9.947
heartland rock,63.359,5,2,-10.085
easy listening,118.971,4,5,-20.282
new jack swing,167.988,4,6,-3.46
irish folk,71.308,1,0,-24.327
doo-wop,219.298,4,9,-14.794
dancehall,102.828,4,1,-4.475
chanson,126.31,5,1,-11.242
sludge metal,112.063,3,10,-7.422
ccm,182.247,4,2,-10.996
outlaw country,111.989,4,0,-8.527
ccm,81.404,4,11,-13.506
texas blues,134.741,4,9,-6.615
british pop,91.256,1,11,-11.053
grindcore,84.303,1,8,-3.93
parody,86.992,4,2,-4.762
doo-wop,102.881,7,0,-9.737
honky tonk,161.533,4,7,-17.913
hip hop,94.495,4,0,-7.941
gangster rap,100.016,4,7,-9.632
singer-songwriter,84.186,7,7,-13.095
easy listening,125.767,1,7,-11.382
dance-punk,134.104,4,1,-6.885
chanson,84.133,4,4,-12.35
progressive house,182.198,4,10,-7.613
glam metal,167.142,4,8,-5.602
glam metal,169.866,3,1,-10.181
post-grunge,147.975,4,9,-3.229
smooth jazz,111.039,4,0,-9.339
cumbia,115.005,4,3,-6.57
nu jazz,100.275,4,5,-17.495
twee pop,187.323,1,9,-10.33
comedy rap,102.739,4,11,-9.716
piedmont blues,108.188,1,10,-18.526
gangster rap,120.716,3,5,-5.345
deep house,125.016,4,11,-5.516
dub,149.939,4,1,-7.253
blues-rock,156.948,3,7,-7.737
chanson,126.482,4,6,-10.696
breakbeat,90.038,3,7,-8.029
big beat,111.953,4,5,-6.433
tejano,145.343,4,7,-7.453
gangster rap,105.207,5,1,-8.4
rap,104.99,3,10,-3.858
europop,85.261,4,6,-8.688
cabaret,117.236,3,2,-14.527
new wave,135.038,4,2,-8.19
celtic fusion,85.375,4,4,-8.456
chanson,119.035,4,9,-11.326
blues-rock,93.99,4,0,-6.41
ragtime,128.251,1,10,-25.038
bebop,144.737,4,2,-15.469
hard house,149.864,4,9,-8.71
ccm,99.374,4,7,-4.744
jazz,171.463,4,9,-10.304
rock,146.454,3,2,-12.359
hard rock,101.303,4,1,-10.647
tejano,104.12,3,9,-7.917
dj,97.015,4,11,-5.715
zydeco,116.009,4,7,-7.661
blues-rock,133.072,1,4,-5.063
blues-rock,125.676,1,10,-9.406
skate punk,105.498,4,7,-5.15
ccm,88.023,4,11,-10.095
country rock,147.904,4,7,-4.43
lovers rock,89.675,4,7,-12.42
new beat,98.974,4,2,-11.813
bulerias,168.268,3,3,-8.238
free jazz,89.868,4,7,-18.203
rock,108.977,1,2,-10.133
delta blues,95.56,4,11,-9.584
alternative dance,119.562,4,11,-8.775
filk,137.828,4,7,-6.929
death core,120.502,3,11,-8.958
new wave,111.319,1,6,-5.811
heavy metal,117.954,4,9,-3.798
hip hop,86.813,4,10,-3.684
alternative dance,157.956,5,5,-13.339
post-hardcore,135.914,4,1,-3.523
gospel,115.906,4,10,-19.174
new beat,98.528,4,0,-11.865
experimental rock,42.525,4,0,-9.876
horror punk,131.83,4,2,-6.84
broken beat,161.543,4,0,-8.215
instrumental pop,154.695,4,7,-6.894
stoner metal,141.769,4,2,-4.598
free jazz,149.005,1,4,-26.7
hardcore punk,164.925,4,9,-5.93
easy listening,122.155,4,0,-8.817
black metal,134.832,4,2,-6.164
future jazz,120.188,4,7,-7.345
crunk,99.487,5,6,-3.737
alternative dance,119.813,4,1,-6.425
folk rock,41.133,1,4,-22.788
dub,93.937,4,4,-5.651
garage rock,159.081,4,9,-10.853
pop rock,183.907,4,9,-6.267
space age pop,88.95,7,11,-15.545
heavy metal,155.999,4,0,-10.915
trip hop,136.964,4,6,-7.993
jazz funk,192.66,1,5,-13.575
texas blues,97.487,4,0,-12.941
art rock,130.255,4,5,-17.379
pop rock,74.884,1,4,-4.528
musette,107.728,3,2,-9.637
trip hop,136.044,4,9,-7.111
techno,71.416,5,11,-17.88
christian hardcore,100.034,4,9,-6.776
hip hop,147.979,4,11,-4.04
stand-up comedy,74.728,1,1,-12.15
roots reggae,130.427,4,10,-17.309
lovers rock,152.516,4,0,-13.06
roots reggae,139.202,4,6,-13.713
bluegrass,96.695,3,9,-13.056
math rock,116.081,4,7,-7.322
electroclash,100.929,4,4,-25.431
blues-rock,133.349,3,10,-12.219
christian music,107.905,4,1,-7.792
rock 'n roll,125.295,4,9,-5.074
celtic rock,134.819,4,7,-10.211
disco,90.101,4,11,-9.588
california,118.06,1,7,-16.016
rock steady,124.877,4,7,-9.865
roots reggae,165.886,4,9,-8.476
cabaret,92.55,4,6,-3.976
death core,120.617,4,7,-4.852
ccm,162.817,4,5,-11.706
bluegrass,145.218,4,4,-9.503
hip hop,185.325,4,10,-12.738
country,99.124,4,1,-5.278
brutal death metal,127.469,4,9,-8.879
broken beat,130.052,4,8,-10.258
dance pop,127.792,1,4,-8.038
rockabilly,101.324,4,2,-18.183
hip hop,87.992,4,10,-4.883
trip hop,181.371,4,6,-7.254
ccm,141.042,4,5,-16.409
breakbeat,104.993,4,6,-3.523
no wave,168.352,5,11,-51.643
hip hop,103.652,4,7,-3.574
dancehall,159.248,4,5,-6.171
art rock,142.88,4,2,-11.292
soundtrack,119.71,3,7,-30.22
hard house,96.057,4,11,-5.426
chanson,130.275,4,5,-13.379
ccm,93.773,3,4,-25.26
alternative metal,125.528,5,1,-5.322
ska punk,91.463,4,2,-4.12
hard house,171.787,4,1,-9.049
chanson,103.12,4,9,-22.504
pop rap,167.59,4,1,-5.172
roots reggae,85.988,4,2,-13.139
chanson,77.645,3,2,-20.869
chamber jazz,192.819,3,5,-16.865
hip hop,113.812,1,9,-6.295
blues-rock,195.223,1,9,-18.909
chicago soul,175.028,3,6,-14.89
country gospel,69.169,3,10,-11.723
bluegrass,140.9,1,7,-9.329
pop rock,126.976,4,5,-4.133
northern soul,43.967,4,8,-14.094
jungle music,87.122,4,6,-4.962
hard trance,129.987,4,11,-6.806
ccm,112.248,1,2,-14.677
straight edge,140.202,4,10,-5.443
punk,174.524,1,1,-7.46
chill-out,144.975,4,8,-11.607
tech house,126.94,4,7,-6.737
instrumental rock,83.957,3,11,-16.104
instrumental rock,227.161,4,5,-7.269
roots reggae,125.245,4,11,-8.01
protopunk,59.678,1,5,-16.479
merengue,120.309,4,8,-4.252
dance pop,206.02,1,10,-12.005
ccm,118.152,4,7,-7.92
humppa,120.012,1,8,-12.013
western swing,182.408,4,5,-18.692
hard rock,132.611,4,2,-9.864
stand-up comedy,111.927,4,5,-15.086
blues-rock,147.128,4,10,-7.611
blues-rock,86.321,4,9,-20.496
indie rock,152.633,1,6,-5.677
screamo,100.03,4,1,-20.856
hip hop,80.473,3,7,-13.12
ska punk,197.213,1,1,-9.515
country gospel,130.98,4,0,-4.071
meditation,92.017,1,8,-21.533
trip hop,172.223,4,5,-19.597
country rock,117.044,4,7,-9.302
motown,187.427,7,11,-9.631
soundtrack,136.975,4,0,-16.079
singer-songwriter,133.884,4,9,-7.444
trip hop,97.98,4,7,-6.491
free jazz,99.556,3,1,-27.016
jazz fusion,124.073,4,4,-10.004
samba,90.245,3,2,-7.928
soft rock,127.275,4,0,-12.409
irish folk,114.589,4,7,-12.81
deathrock,114.135,1,4,-12.778
jump blues,70.49,1,8,-23.538
chicago blues,129.583,4,11,-7.573
rock 'n roll,172.112,4,8,-13.142
patriotic,56.958,1,0,-18.681
pop punk,203.211,1,8,-3.564
hard rock,128.262,3,2,-10.223
rockabilly,96.243,3,3,-13.505
alternative rock,77.478,4,4,-7.669
pop punk,145.711,4,2,-4.544
folk rock,114.832,4,2,-18.312
twee pop,70.09,4,7,-14.064
new beat,140.068,4,0,-5.266
hard bop,69.742,4,11,-7.949
zouk,120.807,4,6,-7.441
ccm,126.153,4,11,-8.797
dancehall,166.72,4,9,-6.232
black metal,90.126,3,9,-9.663
blues,185.333,4,7,-11.553
afrobeat,91.417,3,1,-8.977
zouk,97.999,4,8,-6.824
pop punk,114.535,4,7,-3.544
reggae,122.565,1,4,-15.193
chanson,134.237,4,6,-12.472
dancehall,125.329,5,3,-8.48
roots rock,147.093,4,0,-16.086
honky tonk,168.849,4,11,-9.068
chanson,135.561,4,7,-11.373
celtic,180.04,4,1,-4.556
dance pop,137.272,1,11,-10.034
blues-rock,93.366,5,5,-10.3
eurodance,170.047,4,8,-13.342
meditation,115.049,4,0,-7.409
blues,99.113,4,0,-6.821
post-grunge,120.122,4,11,-4.634
latin jazz,153.316,4,8,-7.136
piano blues,99.463,4,9,-13.389
hip hop,83.856,3,6,-8.762
instrumental pop,164.594,4,0,-9.727
jump blues,159.939,1,7,-7.265
latin pop,119.09,4,9,-9.795
classic country,105.044,1,0,-12.135
roots rock,122.926,4,9,-5.48
ccm,135.507,4,7,-9.464
pop folk,130.027,4,5,-2.785
chanson,120.101,4,7,-6.862
cantonese pop,119.101,4,10,-5.597
chinese music,157.759,4,10,-8.005
noise rock,95.995,5,0,-7.76
stoner metal,141.769,4,6,-6.8
dubstep,137.883,3,4,-24.25
chanson,112.192,4,11,-5.53
los angeles,185.981,1,4,-5.516
tech house,110.579,4,11,-4.662
latin jazz,139.944,1,5,-12.246
deep house,90.017,4,0,-9.655
dark ambient,140.608,4,2,-17.112
los angeles,127.605,5,7,-9.985
cantonese pop,73.438,4,7,-14.155
blues-rock,148.452,4,6,-8.692
stoner metal,104.819,4,5,-9.711
salsa,60.159,4,8,-11.079
zydeco,105.966,4,10,-14.586
heavy metal,110.972,4,1,-5.059
dancehall,87.697,4,1,-8.726
dancehall,142.749,4,9,-8.043
gangster rap,91.562,4,6,-3.813
chicago house,160.04,4,6,-13.306
latin pop,98.679,4,2,-10.744
tango,171.849,4,0,-10.566
reggaeton,127.493,4,10,-5.953
screamo,143.837,7,7,-3.487
bossa nova,135.894,5,2,-16.031
soft rock,199.917,7,7,-4.799
pop folk,145.893,4,1,-5.402
lovers rock,159.728,4,4,-6.536
oi,101.962,4,7,-9.089
blues-rock,114.681,3,2,-9.925
ccm,125.881,4,1,-10.383
funk,110.444,4,11,-11.655
nu jazz,169.105,3,1,-11.689
hip hop,146.971,5,10,-7.958
northern soul,101.469,4,5,-10.269
rock,89.954,4,3,-5.021
sympho black metal,95.138,1,7,-6.748
rap rock,112.961,4,0,-2.267
folk-pop,95.738,4,4,-7.852
heavy metal,136.474,4,7,-3.92
meditation,126.976,4,9,-15.226
smooth jazz,108.11,1,3,-24.436
gospel,163.35,4,8,-5.743
new beat,95.736,4,11,-8.601
death core,97.802,3,1,-31.982
jump blues,94.961,5,8,-15.506
indie rock,121.03,7,6,-7.34
chicago blues,179.269,1,0,-12.455
folk-pop,136.223,4,6,-6.697
breakbeat,243.994,3,2,-11.315
space age pop,160.451,4,9,-8.768
soundtrack,121.153,4,5,-29.331
requiem,96.024,4,1,-5.552
gaita,137.939,1,9,-9.764
pop rap,91.02,4,1,-5.93
classic rock,121.744,4,11,-6.772
hip hop,197.741,4,1,-9.436
nu metal,148.234,4,11,-8.951
chanson,121.649,1,5,-5.382
contemporary classical music,77.115,1,6,-14.15
latin jazz,221.81,4,5,-15.82
soft rock,153.033,4,0,-13.559
soukous,134.201,3,10,-11.73
modern rock,88.025,4,10,-6.464
chamber jazz,158.152,4,0,-22.812
hip hop,164.981,4,1,-6.305
dance pop,201.792,4,4,-10.447
heartland rock,109.997,4,11,-13.54
doo-wop,88.808,4,6,-8.23
happy hardcore,155.056,4,10,-3.73
black metal,180.12,4,2,-3.901
folk-pop,153.396,3,2,-10.512
blues,141.808,1,9,-8.242
grime,109.287,1,2,-8.226
stand-up comedy,115.079,4,5,-12.417
dance pop,104.986,4,10,-5.919
tech house,126.953,4,11,-9.36
ghetto tech,155.329,4,10,-7.008
country rock,87.653,4,6,-11.011
gangster rap,172.279,1,1,-15.329
chinese music,125.506,4,0,-6.954
heavy metal,133.624,4,9,-9.767
thrash core,164.137,4,8,-5.028
bhangra,187.926,3,2,-14.803
piano blues,87.062,3,3,-10.688
dance pop,141.22,4,9,-7.06
ccm,160.015,4,1,-13.053
oldies,171.876,1,2,-15.202
new age,122.693,4,9,-18.206
trip hop,119.38,4,11,-4.907
country gospel,141.553,4,10,-13.232
grindcore,110.499,1,5,-5.3
swamp rock,174.96,4,9,-17.604
country gospel,108.533,3,4,-11.603
meditation,180.191,3,2,-11.878
rock steady,163.957,4,9,-7.303
pop rap,89.478,4,2,-5.179
jazz rap,181.747,1,1,-3.326
honky tonk,113.726,4,2,-26.045
hardcore punk,109.45,3,8,-4.504
blackened death metal,83.914,4,0,-4.701
ballad,121.117,4,3,-10.613
chinese music,98.991,4,4,-4.934
country rock,91.637,3,7,-9.38
digital hardcore,150.982,4,8,-5.282
progressive house,131.877,1,2,-12.982
dance pop,61.878,7,10,-32.742
heavy metal,124.285,4,8,-4.938
instrumental pop,129.113,4,2,-30.893
pop rock,99.973,4,5,-7.414
blues-rock,127.592,1,2,-12.217
soundtrack,144.404,4,9,-14.759
tech house,78.281,3,4,-30.894
blues-rock,120.563,1,10,-13.339
bel canto,122.423,4,7,-18.524
funk metal,161.697,4,11,-6.084
post-grunge,156.523,4,2,-5.199
underground rap,57.332,1,10,-8.011
chill-out,119.897,1,9,-23.03
soft rock,97.649,4,7,-11.813
batucada,77.41,3,4,-8.239
glam rock,125.978,4,10,-7.158
hard rock,102.967,4,7,-6.335
country gospel,115.126,3,8,-8.596
trip hop,118.311,3,2,-24.802
dance rock,119.956,4,4,-9.754
blues-rock,107.542,4,11,-12.896
latin jazz,120.03,4,6,-8.368
power pop,120.271,4,4,-8.198
post-grunge,121.029,4,8,-4.044
oi,114.61,4,2,-10.352
folk-pop,153.04,4,7,-11.595
chanson,98.096,1,2,-5.767
future jazz,137.934,4,1,-16.297
post-hardcore,170.046,4,1,-4.183
ghetto tech,160.084,4,10,-7.432
tango,120.101,5,4,-12.142
hardcore punk,134.804,4,5,-3.856
disco,120.006,4,7,-8.853
salsa,91.871,4,0,-10.05
los angeles,94.146,4,10,-6.249
ccm,196.13,4,4,-6.352
neo soul,185.89,4,4,-11.522
teen pop,117.198,4,1,-6.024
roots reggae,105.985,4,7,-8.089
chamber jazz,157.381,1,6,-32.339
reggae,201.953,1,0,-11.575
ccm,121.147,4,0,-7.329
pop rock,138.425,1,7,-15.402
soundtrack,92.244,4,5,-24.516
soundtrack,84.926,1,9,-13.419
free jazz,207.409,3,7,-18.379
latin jazz,185.327,4,8,-9.832
chanson,241.892,3,5,-8.328
jazz fusion,112.144,4,5,-15.545
funk,74.162,3,10,-3.05
rap,130.019,3,7,-9.628
classic rock,97.035,3,0,-13.473
dance pop,116.195,4,8,-11.761
trance,133.0,4,1,-8.744
hip hop,97.544,4,4,-9.356
r&b,100.969,4,10,-7.098
noise rock,122.125,4,2,-3.865
flamenco,163.922,4,2,-11.88
hard rock,191.226,4,2,-10.294
chanson,109.974,3,7,-12.882
orchestra,112.445,3,5,-9.831
mexico,81.585,3,4,-12.652
power pop,142.004,4,3,-9.699
canadian,122.358,4,7,-9.269
tech house,124.992,4,1,-5.239
hip hop,95.147,1,1,-10.951
flamenco,97.786,4,2,-4.85
breakbeat,138.046,4,9,-7.881
greek,136.495,4,10,-5.019
deathrock,145.26,1,0,-7.807
doo-wop,122.939,4,9,-6.863
country rock,124.656,4,10,-14.751
chicago soul,108.248,3,5,-12.534
chanson,85.949,4,4,-12.924
experimental pop,140.029,4,1,-3.698
downtempo,129.903,4,7,-11.554
hardcore punk,149.034,5,2,-7.257
tango,105.069,1,8,-11.437
brazilian pop music,122.174,4,2,-15.145
chanson,116.099,4,4,-9.885
experimental rock,132.972,4,9,-10.321
jump blues,106.964,3,3,-9.625
chanson,137.119,1,9,-8.573
ska punk,120.697,4,9,-5.072
chill-out,145.464,4,1,-9.314
industrial metal,126.747,1,8,-16.794
uk garage,141.741,4,2,-4.522
pop rock,166.057,4,4,-4.297
country rock,115.277,1,9,-6.991
progressive house,126.805,5,11,-4.984
rap,113.534,4,10,-5.534
bluegrass,69.222,3,4,-11.528
rock,139.913,1,11,-9.4
doom metal,147.983,4,0,-10.849
ska punk,101.409,4,0,-7.971
jam band,85.141,4,6,-5.21
electronica,110.002,4,8,-17.729
ska punk,151.036,4,7,-4.985
honky tonk,158.955,3,9,-7.854
country rock,118.096,4,10,-9.612
soundtrack,117.971,1,11,-26.589
roots reggae,119.029,4,8,-9.787
hardcore punk,110.791,5,4,-5.439
hardcore punk,113.198,1,10,-2.388
latin jazz,125.983,4,1,-10.868
instrumental pop,84.825,4,4,-12.853
symphony,103.8,3,8,-5.74
irish folk,214.424,3,9,-17.604
progressive house,111.442,4,2,-11.743
progressive house,126.282,4,9,-9.462
bebop,144.49,4,7,-14.36
post-grunge,190.631,4,7,-7.128
chanson,122.503,4,3,-10.322
disco,96.534,1,7,-8.482
british pop,122.428,4,2,-14.748
power pop,179.51,4,4,-4.373
irish,81.65,5,1,-9.279
orchestra,142.657,4,2,-19.61
blues-rock,148.358,1,11,-11.719
hardcore punk,118.947,1,6,-6.351
hard rock,114.934,4,2,-5.791
progressive house,147.51,1,9,-17.08
funk metal,89.881,4,9,-6.318
pop rock,160.24,4,7,-6.051
dirty south rap,122.858,1,0,-6.581
british pop,150.08,4,2,-6.467
hip hop,177.876,4,1,-5.756
heavy metal,138.831,4,2,-10.155
italian disco,87.03,3,9,-13.749
irish folk,165.53,3,7,-11.518
beat,177.958,3,2,-9.698
folktronica,123.278,3,7,-12.055
western swing,140.151,3,3,-14.441
southern gospel,122.023,4,1,-13.04
alternative rock,117.416,4,7,-5.536
death metal,140.238,7,2,-3.263
blues-rock,118.029,4,6,-12.287
roots reggae,136.72,1,0,-13.637
ccm,132.021,4,1,-3.092
lovers rock,81.936,3,10,-9.58
latin jazz,211.806,4,5,-12.995
rock,223.62,1,5,-4.058
art rock,142.857,4,7,-12.502
smooth jazz,144.005,4,11,-7.49
cumbia,133.821,4,0,-5.634
post-hardcore,151.64,4,0,-4.6
samba,194.099,4,2,-15.263
hard bop,121.871,3,7,-18.623
delta blues,95.666,4,0,-14.727
hip hop,165.967,4,0,-8.183
country rock,120.689,3,11,-12.945
electro,97.075,7,1,-14.853
post-hardcore,126.947,7,9,-9.458
new wave,122.754,4,2,-8.978
power pop,124.616,4,4,-8.549
tango,76.908,7,4,-10.747
stoner metal,84.518,4,9,-10.017
easy listening,92.26,5,5,-22.102
black metal,113.557,4,1,-8.644
indie rock,107.998,4,9,-5.519
indie rock,113.608,4,2,-4.422
blues-rock,86.833,3,2,-11.164
post-hardcore,154.637,4,8,-6.305
chanson,210.636,3,3,-20.754
country,92.025,3,9,-7.786
hip hop,88.878,4,6,-8.821
lovers rock,92.972,4,4,-7.423
country,95.061,4,8,-8.669
hardcore punk,156.605,1,1,-7.545
garage rock,144.955,4,1,-4.526
charanga,117.766,1,2,-10.11
instrumental pop,189.037,3,2,-37.456
lovers rock,59.957,1,0,-10.258
hard rock,140.148,4,0,-11.603
western swing,168.879,4,0,-15.965
los angeles,147.395,4,5,-10.267
heavy metal,102.126,4,3,-7.009
chicago blues,75.316,1,11,-21.782
glam rock,65.896,4,7,-23.367
chinese music,161.986,4,5,-9.162
rock steady,122.786,1,4,-17.399
french pop,160.046,3,5,-6.523
flamenco,66.064,4,8,-15.933
hip hop,101.883,4,2,-5.797
country gospel,99.141,4,11,-11.366
chinese music,120.014,3,4,-4.991
acid jazz,105.157,4,11,-9.132
zouk,101.767,3,4,-13.615
hip hop,96.037,4,11,-6.355
post rock,88.05,3,3,-6.291
california,113.131,3,6,-14.401
exotica,111.504,4,10,-16.858
banda,93.753,4,0,-13.075
roots reggae,144.144,4,1,-7.325
power pop,58.393,1,0,-13.717
rock,122.924,4,6,-5.157
bluegrass,65.93,1,9,-11.145
progressive house,185.623,4,3,-8.165
screamo,120.005,4,7,-6.309
vaudeville,172.809,3,7,-24.838
hip hop,186.006,4,1,-5.121
hardcore punk,136.021,4,0,-4.011
hardcore punk,156.924,4,1,-3.373
chamber music,120.003,3,8,-26.597
easy listening,137.333,1,4,-9.053
lullaby,83.057,4,5,-9.823
blues,119.957,4,0,-10.66
dance pop,112.352,5,8,-5.928
country,167.97,4,4,-4.954
heavy metal,135.206,4,5,-23.44
vaudeville,47.682,4,10,-12.172
horror punk,135.801,7,5,-6.444
meditation,19.657,1,0,-21.779
latin,132.082,4,10,-6.435
tech house,125.749,4,1,-11.197
pop rap,86.928,4,1,-1.714
blues-rock,137.368,1,7,-11.864
hip hop,90.007,4,2,-9.224
dance pop,114.983,4,8,-5.01
hip hop,128.999,4,2,-11.335
brill building pop,159.184,1,4,-17.289
alternative,133.331,4,5,-11.524
techno,124.997,5,0,-11.32
dance pop,104.796,4,6,-1.81
irish folk,118.182,5,2,-16.831
chicago soul,71.171,4,9,-15.685
cantonese pop,119.977,4,0,-6.005
ccm,104.039,4,8,-5.643
celtic,79.13,5,2,-16.311
country rock,92.186,4,5,-6.182
samba,199.894,1,0,-15.05
progressive trance,129.956,4,7,-6.581
latin jazz,206.101,4,1,-10.176
gangster rap,121.957,4,8,-6.893
free jazz,74.183,4,2,-11.973
country rock,163.942,1,0,-18.57
blues-rock,107.458,4,2,-8.441
vocal jazz,144.099,1,3,-11.824
swamp blues,94.721,3,7,-16.554
folk rock,163.317,4,9,-7.75
hip hop,106.221,3,4,-7.699
hardcore punk,135.415,4,11,-8.435
goregrind,107.201,4,7,-8.431
ccm,121.437,4,2,-11.724
latin pop,102.534,4,10,-9.91
symphony,127.686,4,2,-11.922
power pop,127.987,4,4,-10.368
chanson,122.968,4,11,-3.574
soukous,108.024,4,2,-8.988
pop folk,93.022,4,6,-5.971
ccm,122.166,3,8,-15.37
celtic,81.952,4,0,-15.757
orchestra,125.41,4,0,-11.101
hardcore punk,130.869,4,11,-5.197
chanson,135.487,4,5,-11.372
power pop,131.04,4,2,-9.623
smooth jazz,160.976,4,7,-9.399
sludge metal,100.917,1,2,-5.958
dub,69.737,4,7,-3.834
glam rock,122.03,4,10,-12.668
teen pop,131.991,5,5,-7.562
hyphy,190.14,4,7,-6.027
blues,103.064,1,2,-12.004
folk-pop,176.761,4,11,-15.717
alternative rock,169.991,4,6,-10.824
hip hop,94.146,4,0,-7.184
country rock,134.931,1,3,-8.46
dub,93.328,4,5,-11.582
frevo,71.156,4,2,-6.719
orchestra,55.233,4,7,-14.837
comedy,133.721,3,10,-12.043
dubstep,96.136,3,9,-5.58
hip hop,100.788,4,9,-15.059
requiem,118.712,3,10,-29.793
disco,99.978,3,6,-12.23
zouk,104.72,4,2,-10.466
soundtrack,131.615,4,2,-17.548
country rock,126.533,4,7,-8.139
hip hop,211.059,4,11,-9.255
soul jazz,164.647,1,7,-4.101
electronica,136.003,4,6,-11.59
country rock,98.663,3,0,-10.487
